no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
198,"pagi ampe sore kerja, malem ngajar mbkm, weekend kuliah, trs kapan healing tai kucing nya anjing",Negatif,pagi ampe sore kerja malem ngajar mbkm weekend kuliah trs kapan healing tai kucing nya anjing,"['pagi', 'ampe', 'sore', 'kerja', 'malem', 'ngajar', 'mbkm', 'weekend', 'kuliah', 'trs', 'kapan', 'healing', 'tai', 'kucing', 'nya', 'anjing']",<FreqDist with 16 samples and 16 outcomes>,"['pagi', 'ampe', 'sore', 'kerja', 'malem', 'ngajar', 'mbkm', 'weekend', 'kuliah', 'trs', 'kapan', 'healing', 'tai', 'kucing', 'anjing']","['pagi', 'ampe', 'sore', 'kerja', 'malem', 'ngajar', 'mbkm', 'weekend', 'kuliah', 'trs', 'kapan', 'healing', 'tai', 'kucing', 'anjing']","['pagi', 'ampe', 'sore', 'kerja', 'malem', 'ngajar', 'mbkm', 'weekend', 'kuliah', 'trs', 'kapan', 'healing', 'tai', 'kucing', 'anjing']"
199,"Join tele bi, seru banyak drama soal mbkm",Negatif,join tele bi seru banyak drama soal mbkm,"['join', 'tele', 'bi', 'seru', 'banyak', 'drama', 'soal', 'mbkm']",<FreqDist with 8 samples and 8 outcomes>,"['join', 'tele', 'bi', 'seru', 'banyak', 'drama', 'soal', 'mbkm']","['join', 'tele', 'bi', 'seru', 'banyak', 'drama', 'soal', 'mbkm']","['join', 'tele', 'bi', 'seru', 'banyak', 'drama', 'soal', 'mbkm']"
200,kkn mbkm anjir banget lah menguras otak,Negatif,kkn mbkm anjir banget lah menguras otak,"['kkn', 'mbkm', 'anjir', 'banget', 'lah', 'menguras', 'otak']",<FreqDist with 7 samples and 7 outcomes>,"['kkn', 'mbkm', 'anjir', 'lah', 'menguras', 'otak']","['kkn', 'mbkm', 'anjir', 'lah', 'menguras', 'otak']","['kkn', 'mbkm', 'anjir', 'lah', 'uras', 'otak']"
201,"ih huft aku kkn nya wajib mih, mbkm beda lagi ue ue",Positif,ih huft aku kkn nya wajib mih mbkm beda lagi ue ue,"['ih', 'huft', 'aku', 'kkn', 'nya', 'wajib', 'mih', 'mbkm', 'beda', 'lagi', 'ue', 'ue']",<FreqDist with 11 samples and 12 outcomes>,"['ih', 'huft', 'aku', 'kkn', 'wajib', 'mih', 'mbkm', 'beda', 'lagi', 'ue', 'ue']","['ih', 'huft', 'aku', 'kkn', 'wajib', 'mih', 'mbkm', 'beda', 'lagi', 'ue', 'ue']","['ih', 'huft', 'aku', 'kkn', 'wajib', 'mih', 'mbkm', 'beda', 'lagi', 'ue', 'ue']"
202,Birokrasi mbkm ini terlelet setata surya asw,Negatif,birokrasi mbkm ini terlelet setata surya asw,"['birokrasi', 'mbkm', 'ini', 'terlelet', 'setata', 'surya', 'asw']",<FreqDist with 7 samples and 7 outcomes>,"['birokrasi', 'mbkm', 'terlelet', 'setata', 'surya', 'asw']","['birokrasi', 'mbkm', 'terlelet', 'setata', 'surya', 'asw']","['birokrasi', 'mbkm', 'lelet', 'tata', 'surya', 'asw']"
203,Berbagi pengalaman pelaksanaan MBKM dg STIE Rengat. ,Positif,berbagi pengalaman pelaksanaan mbkm dg stie rengat,"['berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'dg', 'stie', 'rengat']",<FreqDist with 7 samples and 7 outcomes>,"['berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'dg', 'stie', 'rengat']","['berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'dg', 'stie', 'rengat']","['bagi', 'alam', 'laksana', 'mbkm', 'dg', 'stie', 'rengat']"
204,BSN tingkatkan pembinaan standardisasi produk UMK melalui program MBKM ,Positif,bsn tingkatkan pembinaan standardisasi produk umk melalui program mbkm,"['bsn', 'tingkatkan', 'pembinaan', 'standardisasi', 'produk', 'umk', 'melalui', 'program', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['bsn', 'tingkatkan', 'pembinaan', 'standardisasi', 'produk', 'umk', 'melalui', 'program', 'mbkm']","['bsn', 'tingkatkan', 'pembinaan', 'standardisasi', 'produk', 'umk', 'melalui', 'program', 'mbkm']","['bsn', 'tingkat', 'bina', 'standardisasi', 'produk', 'umk', 'lalu', 'program', 'mbkm']"
205,"mbkm di prodi lain ternyata ada prakteknya juga, wah semester 6 ini membawaku sulit pulang ke bekasi",Negatif,mbkm di prodi lain ternyata ada prakteknya juga wah semester ini membawaku sulit pulang ke bekasi,"['mbkm', 'di', 'prodi', 'lain', 'ternyata', 'ada', 'prakteknya', 'juga', 'wah', 'semester', 'ini', 'membawaku', 'sulit', 'pulang', 'ke', 'bekasi']",<FreqDist with 16 samples and 16 outcomes>,"['mbkm', 'di', 'prodi', 'lain', 'ternyata', 'ada', 'prakteknya', 'juga', 'wah', 'semester', 'membawaku', 'sulit', 'pulang', 'ke', 'bekasi']","['mbkm', 'di', 'prodi', 'lain', 'ternyata', 'ada', 'prakteknya', 'juga', 'wah', 'semester', 'membawaku', 'sulit', 'pulang', 'ke', 'bekasi']","['mbkm', 'di', 'prodi', 'lain', 'nyata', 'ada', 'praktek', 'juga', 'wah', 'semester', 'bawa', 'sulit', 'pulang', 'ke', 'bekas']"
206,Pemkot Surabaya bakal memberikan penilaian dari kegiatan Merdeka Belajar Kampus Merdeka - Administrasi Kependudukan,Positif,pemkot surabaya bakal memberikan penilaian dari kegiatan merdeka belajar kampus merdeka administrasi kependudukan,"['pemkot', 'surabaya', 'bakal', 'memberikan', 'penilaian', 'dari', 'kegiatan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'administrasi', 'kependudukan']",<FreqDist with 12 samples and 13 outcomes>,"['pemkot', 'surabaya', 'bakal', 'memberikan', 'penilaian', 'dari', 'kegiatan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'administrasi', 'kependudukan']","['pemkot', 'surabaya', 'bakal', 'memberikan', 'penilaian', 'dari', 'kegiatan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'administrasi', 'kependudukan']","['pemkot', 'surabaya', 'bakal', 'beri', 'nilai', 'dari', 'giat', 'merdeka', 'ajar', 'kampus', 'merdeka', 'administrasi', 'duduk']"
207,itu aku lupa anjing kalau dia ga rekog mbkm,Negatif,itu aku lupa anjing kalau dia ga rekog mbkm,"['itu', 'aku', 'lupa', 'anjing', 'kalau', 'dia', 'ga', 'rekog', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['itu', 'aku', 'lupa', 'anjing', 'kalau', 'dia', 'rekog', 'mbkm']","['itu', 'aku', 'lupa', 'anjing', 'kalau', 'dia', 'rekog', 'mbkm']","['itu', 'aku', 'lupa', 'anjing', 'kalau', 'dia', 'rekog', 'mbkm']"
208,"Penghargaan seikhlasnya kepada semua pempamer, serta mbkm_official dan MABOPA yang turut menyokong inisiatif murni ini.",Positif,penghargaan seikhlasnya kepada semua pempamer serta mbkmofficial dan mabopa yang turut menyokong inisiatif murni ini,"['penghargaan', 'seikhlasnya', 'kepada', 'semua', 'pempamer', 'serta', 'mbkmofficial', 'dan', 'mabopa', 'yang', 'turut', 'menyokong', 'inisiatif', 'murni', 'ini']",<FreqDist with 15 samples and 15 outcomes>,"['penghargaan', 'seikhlasnya', 'kepada', 'semua', 'pempamer', 'serta', 'mbkmofficial', 'dan', 'mabopa', 'turut', 'menyokong', 'inisiatif', 'murni']","['penghargaan', 'seikhlasnya', 'kepada', 'semua', 'pempamer', 'serta', 'mbkmofficial', 'dan', 'mabopa', 'turut', 'menyokong', 'inisiatif', 'murni']","['harga', 'ikhlas', 'kepada', 'semua', 'pempamer', 'serta', 'mbkmofficial', 'dan', 'mabopa', 'turut', 'sokong', 'inisiatif', 'murni']"
209,"mau ikut mbkm yang pejuangmuda, tapi takut di tempatin jauh2 wkwk",Positif,mau ikut mbkm yang pejuangmuda tapi takut di tempatin jauh wkwk,"['mau', 'ikut', 'mbkm', 'yang', 'pejuangmuda', 'tapi', 'takut', 'di', 'tempatin', 'jauh', 'wkwk']",<FreqDist with 11 samples and 11 outcomes>,"['mau', 'ikut', 'mbkm', 'pejuangmuda', 'tapi', 'takut', 'di', 'tempatin', 'jauh']","['mau', 'ikut', 'mbkm', 'pejuangmuda', 'tapi', 'takut', 'di', 'tempatin', 'jauh']","['mau', 'ikut', 'mbkm', 'pejuangmuda', 'tapi', 'takut', 'di', 'tempatin', 'jauh']"
210,"Aku juga smt 6, tapi kkn di konversi semester kemarin di MBKM :""",Positif,aku juga smt tapi kkn di konversi semester kemarin di mbkm,"['aku', 'juga', 'smt', 'tapi', 'kkn', 'di', 'konversi', 'semester', 'kemarin', 'di', 'mbkm']",<FreqDist with 10 samples and 11 outcomes>,"['aku', 'juga', 'smt', 'tapi', 'kkn', 'di', 'konversi', 'semester', 'kemarin', 'di', 'mbkm']","['aku', 'juga', 'smt', 'tapi', 'kkn', 'di', 'konversi', 'semester', 'kemarin', 'di', 'mbkm']","['aku', 'juga', 'smt', 'tapi', 'kkn', 'di', 'konversi', 'semester', 'kemarin', 'di', 'mbkm']"
211,"uny walaupun engga paketan, warnya masih aman aman aja. paling war di matkul mbkm",Positif,uny walaupun engga paketan warnya masih aman aman aja paling war di matkul mbkm,"['uny', 'walaupun', 'engga', 'paketan', 'warnya', 'masih', 'aman', 'aman', 'aja', 'paling', 'war', 'di', 'matkul', 'mbkm']",<FreqDist with 13 samples and 14 outcomes>,"['uny', 'walaupun', 'engga', 'paketan', 'warnya', 'masih', 'aman', 'aman', 'paling', 'war', 'di', 'matkul', 'mbkm']","['uny', 'walaupun', 'engga', 'paketan', 'warnya', 'masih', 'aman', 'aman', 'paling', 'war', 'di', 'matkul', 'mbkm']","['uny', 'walaupun', 'engga', 'paket', 'warnya', 'masih', 'aman', 'aman', 'paling', 'war', 'di', 'matkul', 'mbkm']"
212,"Hi! Ada info dari admin ig iisma yaa tentang KMMI. Dari info tersebut, KMMI ga masuk program MBKM yaa.",Positif,hi ada info dari admin ig iisma yaa tentang kmmi dari info tersebut kmmi ga masuk program mbkm yaa,"['hi', 'ada', 'info', 'dari', 'admin', 'ig', 'iisma', 'yaa', 'tentang', 'kmmi', 'dari', 'info', 'tersebut', 'kmmi', 'ga', 'masuk', 'program', 'mbkm', 'yaa']",<FreqDist with 15 samples and 19 outcomes>,"['hi', 'ada', 'info', 'dari', 'admin', 'ig', 'iisma', 'yaa', 'tentang', 'kmmi', 'dari', 'info', 'tersebut', 'kmmi', 'masuk', 'program', 'mbkm', 'yaa']","['hi', 'ada', 'info', 'dari', 'admin', 'ig', 'iisma', 'yaa', 'tentang', 'kmmi', 'dari', 'info', 'tersebut', 'kmmi', 'masuk', 'program', 'mbkm', 'yaa']","['hi', 'ada', 'info', 'dari', 'admin', 'ig', 'iisma', 'yaa', 'tentang', 'kmmi', 'dari', 'info', 'sebut', 'kmmi', 'masuk', 'program', 'mbkm', 'yaa']"
213,Universitas Papua memperhatikan ImplementasiÃ‚Â MBKM ,Positif,universitas papua memperhatikan implementasimbkm,"['universitas', 'papua', 'memperhatikan', 'implementasimbkm']",<FreqDist with 4 samples and 4 outcomes>,"['universitas', 'papua', 'memperhatikan', 'implementasimbkm']","['universitas', 'papua', 'memperhatikan', 'implementasimbkm']","['universitas', 'papua', 'perhati', 'implementasimbkm']"
214,"tau gitu ikut mbkm aja kemaren, biar bisa konversi ini matkul ya Allah jangan sampe ngulang, gapaham",Positif,tau gitu ikut mbkm aja kemaren biar bisa konversi ini matkul ya allah jangan sampe ngulang gapaham,"['tau', 'gitu', 'ikut', 'mbkm', 'aja', 'kemaren', 'biar', 'bisa', 'konversi', 'ini', 'matkul', 'ya', 'allah', 'jangan', 'sampe', 'ngulang', 'gapaham']",<FreqDist with 17 samples and 17 outcomes>,"['ikut', 'mbkm', 'kemaren', 'bisa', 'konversi', 'matkul', 'allah', 'jangan', 'sampe', 'ngulang', 'gapaham']","['ikut', 'mbkm', 'kemaren', 'bisa', 'konversi', 'matkul', 'allah', 'jangan', 'sampe', 'ngulang', 'gapaham']","['ikut', 'mbkm', 'kemaren', 'bisa', 'konversi', 'matkul', 'allah', 'jangan', 'sampe', 'ngulang', 'gapaham']"
215,"pasti langganan ikut mbkm, kalau jadi orang penting di ukm/bem/hima, alias kura-kura",Positif,pasti langganan ikut mbkm kalau jadi orang penting di ukmbemhima alias kurakura,"['pasti', 'langganan', 'ikut', 'mbkm', 'kalau', 'jadi', 'orang', 'penting', 'di', 'ukmbemhima', 'alias', 'kurakura']",<FreqDist with 12 samples and 12 outcomes>,"['pasti', 'langganan', 'ikut', 'mbkm', 'kalau', 'jadi', 'orang', 'penting', 'di', 'ukmbemhima', 'alias', 'kurakura']","['pasti', 'langganan', 'ikut', 'mbkm', 'kalau', 'jadi', 'orang', 'penting', 'di', 'ukmbemhima', 'alias', 'kurakura']","['pasti', 'langgan', 'ikut', 'mbkm', 'kalau', 'jadi', 'orang', 'penting', 'di', 'ukmbemhima', 'alias', 'kurakura']"
216,Pemkab Badung dan Unud Tindaklanjuti PKS ImplementasikanÃ‚Â MBKM ,Positif,pemkab badung dan unud tindaklanjuti pks implementasikanmbkm,"['pemkab', 'badung', 'dan', 'unud', 'tindaklanjuti', 'pks', 'implementasikanmbkm']",<FreqDist with 7 samples and 7 outcomes>,"['pemkab', 'badung', 'dan', 'unud', 'tindaklanjuti', 'pks', 'implementasikanmbkm']","['pemkab', 'badung', 'dan', 'unud', 'tindaklanjuti', 'pks', 'implementasikanmbkm']","['pemkab', 'badung', 'dan', 'unud', 'tindaklanjuti', 'pks', 'implementasikanmbkm']"
217,Ini ikut mbkm kh wkwkwk ya allah profesionalisme nya dijaga sobat ,Positif,ini ikut mbkm kh wkwkwk ya allah profesionalisme nya dijaga sobat,"['ini', 'ikut', 'mbkm', 'kh', 'wkwkwk', 'ya', 'allah', 'profesionalisme', 'nya', 'dijaga', 'sobat']",<FreqDist with 11 samples and 11 outcomes>,"['ikut', 'mbkm', 'kh', 'wkwkwk', 'allah', 'profesionalisme', 'dijaga', 'sobat']","['ikut', 'mbkm', 'kh', 'wkwkwk', 'allah', 'profesionalisme', 'dijaga', 'sobat']","['ikut', 'mbkm', 'kh', 'wkwkwk', 'allah', 'profesionalisme', 'jaga', 'sobat']"
218,nyesel ambil mbkm ,Negatif,nyesel ambil mbkm,"['nyesel', 'ambil', 'mbkm']",<FreqDist with 3 samples and 3 outcomes>,"['nyesel', 'ambil', 'mbkm']","['nyesel', 'ambil', 'mbkm']","['nyesel', 'ambil', 'mbkm']"
219,UNM Sinergi dengan Kemendes RI Membangun DesaÃ‚Â Program MBKM ,Positif,unm sinergi dengan kemendes ri membangun desaprogram mbkm,"['unm', 'sinergi', 'dengan', 'kemendes', 'ri', 'membangun', 'desaprogram', 'mbkm']",<FreqDist with 8 samples and 8 outcomes>,"['unm', 'sinergi', 'dengan', 'kemendes', 'ri', 'membangun', 'desaprogram', 'mbkm']","['unm', 'sinergi', 'dengan', 'kemendes', 'ri', 'membangun', 'desaprogram', 'mbkm']","['unm', 'sinergi', 'dengan', 'kemendes', 'ri', 'bangun', 'desaprogram', 'mbkm']"
220,"Implementasikan MBKM, FEB Unud Jalin KerjaSama dengan 32 Mitra ",Positif,implementasikan mbkm feb unud jalin kerjasama dengan mitra,"['implementasikan', 'mbkm', 'feb', 'unud', 'jalin', 'kerjasama', 'dengan', 'mitra']",<FreqDist with 8 samples and 8 outcomes>,"['implementasikan', 'mbkm', 'feb', 'unud', 'jalin', 'kerjasama', 'dengan', 'mitra']","['implementasikan', 'mbkm', 'feb', 'unud', 'jalin', 'kerjasama', 'dengan', 'mitra']","['implementasi', 'mbkm', 'feb', 'unud', 'jalin', 'kerjasama', 'dengan', 'mitra']"
221,Unila menerima 611 mahasiswa didalam program Merdeka Belajar Kampus Merdeka (MBKM) pada semester genap.,Positif,unila menerima mahasiswa didalam program merdeka belajar kampus merdeka mbkm pada semester genap,"['unila', 'menerima', 'mahasiswa', 'didalam', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'pada', 'semester', 'genap']",<FreqDist with 12 samples and 13 outcomes>,"['unila', 'menerima', 'mahasiswa', 'didalam', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'pada', 'semester', 'genap']","['unila', 'menerima', 'mahasiswa', 'didalam', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'pada', 'semester', 'genap']","['unila', 'terima', 'mahasiswa', 'dalam', 'program', 'merdeka', 'ajar', 'kampus', 'merdeka', 'mbkm', 'pada', 'semester', 'genap']"
222,Mbkm jalur halal,Positif,mbkm jalur halal,"['mbkm', 'jalur', 'halal']",<FreqDist with 3 samples and 3 outcomes>,"['mbkm', 'jalur', 'halal']","['mbkm', 'jalur', 'halal']","['mbkm', 'jalur', 'halal']"
223,w nge fans sama pak nadiem walaupun uang saku mbkm gadibayar,Negatif, nge fans sama pak nadiem walaupun uang saku mbkm gadibayar,"['nge', 'fans', 'sama', 'pak', 'nadiem', 'walaupun', 'uang', 'saku', 'mbkm', 'gadibayar']",<FreqDist with 10 samples and 10 outcomes>,"['nge', 'fans', 'pak', 'nadiem', 'walaupun', 'uang', 'saku', 'mbkm', 'gadibayar']","['nge', 'fans', 'pak', 'nadiem', 'walaupun', 'uang', 'saku', 'mbkm', 'gadibayar']","['nge', 'fans', 'pak', 'nadiem', 'walaupun', 'uang', 'saku', 'mbkm', 'gadibayar']"
224,"Sarjana taraweeh wbk yuk ini program mbkm versi islami, coba dateng terus minta konversi ke SKS ",Positif,sarjana taraweeh wbk yuk ini program mbkm versi islami coba dateng terus minta konversi ke sks,"['sarjana', 'taraweeh', 'wbk', 'yuk', 'ini', 'program', 'mbkm', 'versi', 'islami', 'coba', 'dateng', 'terus', 'minta', 'konversi', 'ke', 'sks']",<FreqDist with 16 samples and 16 outcomes>,"['sarjana', 'taraweeh', 'wbk', 'yuk', 'program', 'mbkm', 'versi', 'islami', 'coba', 'dateng', 'terus', 'minta', 'konversi', 'ke', 'sks']","['sarjana', 'taraweeh', 'wbk', 'yuk', 'program', 'mbkm', 'versi', 'islami', 'coba', 'dateng', 'terus', 'minta', 'konversi', 'ke', 'sks']","['sarjana', 'taraweeh', 'wbk', 'yuk', 'program', 'mbkm', 'versi', 'islami', 'coba', 'dateng', 'terus', 'minta', 'konversi', 'ke', 'sks']"
225,semenjak mbkm full hari kerja rasanya dah cape bgt :((,Negatif,semenjak mbkm full hari kerja rasanya dah cape bgt,"['semenjak', 'mbkm', 'full', 'hari', 'kerja', 'rasanya', 'dah', 'cape', 'bgt']",<FreqDist with 9 samples and 9 outcomes>,"['semenjak', 'mbkm', 'full', 'hari', 'kerja', 'rasanya', 'dah', 'cape', 'bgt']","['semenjak', 'mbkm', 'full', 'hari', 'kerja', 'rasanya', 'dah', 'cape', 'bgt']","['semenjak', 'mbkm', 'full', 'hari', 'kerja', 'rasa', 'dah', 'cape', 'bgt']"
226,Tau gini mending ikut mbkm,Positif,tau gini mending ikut mbkm,"['tau', 'gini', 'mending', 'ikut', 'mbkm']",<FreqDist with 5 samples and 5 outcomes>,"['gini', 'mending', 'ikut', 'mbkm']","['gini', 'mending', 'ikut', 'mbkm']","['gin', 'mending', 'ikut', 'mbkm']"
227,kalo fokus mbkm yang lain kececer hadehh,Negatif,kalo fokus mbkm yang lain kececer hadehh,"['kalo', 'fokus', 'mbkm', 'yang', 'lain', 'kececer', 'hadehh']",<FreqDist with 7 samples and 7 outcomes>,"['kalo', 'fokus', 'mbkm', 'lain', 'kececer', 'hadehh']","['kalo', 'fokus', 'mbkm', 'lain', 'kececer', 'hadehh']","['kalo', 'fokus', 'mbkm', 'lain', 'cecer', 'hadehh']"
228,Universitas Lampung (Unila) menggelar prosesi Penerimaan dan Pelepasan Mahasiswa program MBKM,Positif,universitas lampung unila menggelar prosesi penerimaan dan pelepasan mahasiswa program mbkm,"['universitas', 'lampung', 'unila', 'menggelar', 'prosesi', 'penerimaan', 'dan', 'pelepasan', 'mahasiswa', 'program', 'mbkm']",<FreqDist with 11 samples and 11 outcomes>,"['universitas', 'lampung', 'unila', 'menggelar', 'prosesi', 'penerimaan', 'dan', 'pelepasan', 'mahasiswa', 'program', 'mbkm']","['universitas', 'lampung', 'unila', 'menggelar', 'prosesi', 'penerimaan', 'dan', 'pelepasan', 'mahasiswa', 'program', 'mbkm']","['universitas', 'lampung', 'unila', 'gelar', 'prosesi', 'terima', 'dan', 'lepas', 'mahasiswa', 'program', 'mbkm']"
229,"pak! uangsaku anak MSIB MBKM sedang tidak baik-baik saja, batch 1 2 belum turun sama sekali.",Negatif,pak uangsaku anak msib mbkm sedang tidak baikbaik saja batch belum turun sama sekali,"['pak', 'uangsaku', 'anak', 'msib', 'mbkm', 'sedang', 'tidak', 'baikbaik', 'saja', 'batch', 'belum', 'turun', 'sama', 'sekali']",<FreqDist with 14 samples and 14 outcomes>,"['pak', 'uangsaku', 'anak', 'msib', 'mbkm', 'sedang', 'tidak', 'baikbaik', 'saja', 'batch', 'belum', 'turun', 'sekali']","['pak', 'uangsaku', 'anak', 'msib', 'mbkm', 'sedang', 'tidak', 'baikbaik', 'saja', 'batch', 'belum', 'turun', 'sekali']","['pak', 'uangsaku', 'anak', 'msib', 'mbkm', 'sedang', 'tidak', 'baikbaik', 'saja', 'batch', 'belum', 'turun', 'sekali']"
230,"Secara kasat mata (belum pake data), banyak laporan keluhan kesempatan mbkm banyak diuntungkan korporasi ",Negatif,secara kasat mata belum pake data banyak laporan keluhan kesempatan mbkm banyak diuntungkan korporasi,"['secara', 'kasat', 'mata', 'belum', 'pake', 'data', 'banyak', 'laporan', 'keluhan', 'kesempatan', 'mbkm', 'banyak', 'diuntungkan', 'korporasi']",<FreqDist with 13 samples and 14 outcomes>,"['secara', 'kasat', 'mata', 'belum', 'pake', 'data', 'banyak', 'laporan', 'keluhan', 'kesempatan', 'mbkm', 'banyak', 'diuntungkan', 'korporasi']","['secara', 'kasat', 'mata', 'belum', 'pake', 'data', 'banyak', 'laporan', 'keluhan', 'kesempatan', 'mbkm', 'banyak', 'diuntungkan', 'korporasi']","['cara', 'kasat', 'mata', 'belum', 'pake', 'data', 'banyak', 'lapor', 'keluh', 'sempat', 'mbkm', 'banyak', 'untung', 'korporasi']"
231,Satu-satunya hal yang bisa dibanggain dari program MBKM adalah konversi SKS-nya yang bisa 20. ITU PUN GA SEMUA DIKONVERSI SEBANYAK ITU.,Positif,satusatunya hal yang bisa dibanggain dari program mbkm adalah konversi sksnya yang bisa itu pun ga semua dikonversi sebanyak itu,"['satusatunya', 'hal', 'yang', 'bisa', 'dibanggain', 'dari', 'program', 'mbkm', 'adalah', 'konversi', 'sksnya', 'yang', 'bisa', 'itu', 'pun', 'ga', 'semua', 'dikonversi', 'sebanyak', 'itu']",<FreqDist with 17 samples and 20 outcomes>,"['satusatunya', 'hal', 'bisa', 'dibanggain', 'dari', 'program', 'mbkm', 'adalah', 'konversi', 'sksnya', 'bisa', 'itu', 'pun', 'semua', 'dikonversi', 'sebanyak', 'itu']","['satusatunya', 'hal', 'bisa', 'dibanggain', 'dari', 'program', 'mbkm', 'adalah', 'konversi', 'sksnya', 'bisa', 'itu', 'pun', 'semua', 'dikonversi', 'sebanyak', 'itu']","['satusatunya', 'hal', 'bisa', 'dibanggain', 'dari', 'program', 'mbkm', 'adalah', 'konversi', 'sksnya', 'bisa', 'itu', 'pun', 'semua', 'konversi', 'banyak', 'itu']"
232,bersyukur banget punya orang tua yang bisa beliin laptop kayak beneran apa kabar mbkm aku kalo pake laptop yang lama seneng banget,Positif,bersyukur banget punya orang tua yang bisa beliin laptop kayak beneran apa kabar mbkm aku kalo pake laptop yang lama seneng banget,"['bersyukur', 'banget', 'punya', 'orang', 'tua', 'yang', 'bisa', 'beliin', 'laptop', 'kayak', 'beneran', 'apa', 'kabar', 'mbkm', 'aku', 'kalo', 'pake', 'laptop', 'yang', 'lama', 'seneng', 'banget']",<FreqDist with 19 samples and 22 outcomes>,"['bersyukur', 'punya', 'orang', 'tua', 'bisa', 'beliin', 'laptop', 'kayak', 'beneran', 'apa', 'kabar', 'mbkm', 'aku', 'kalo', 'pake', 'laptop', 'lama', 'seneng']","['bersyukur', 'punya', 'orang', 'tua', 'bisa', 'beliin', 'laptop', 'kayak', 'beneran', 'apa', 'kabar', 'mbkm', 'aku', 'kalo', 'pake', 'laptop', 'lama', 'seneng']","['syukur', 'punya', 'orang', 'tua', 'bisa', 'beliin', 'laptop', 'kayak', 'beneran', 'apa', 'kabar', 'mbkm', 'aku', 'kalo', 'pake', 'laptop', 'lama', 'neng']"
233,mbkm ini membunuhku,Negatif,mbkm ini membunuhku,"['mbkm', 'ini', 'membunuhku']",<FreqDist with 3 samples and 3 outcomes>,"['mbkm', 'membunuhku']","['mbkm', 'membunuhku']","['mbkm', 'bunuh']"
234,"YAK GES, BIAYA HIDUP MBKM MUNDUR LAGI AWKAAKKAK LUCU",Negatif,yak ges biaya hidup mbkm mundur lagi awkaakkak lucu,"['yak', 'ges', 'biaya', 'hidup', 'mbkm', 'mundur', 'lagi', 'awkaakkak', 'lucu']",<FreqDist with 9 samples and 9 outcomes>,"['yak', 'ges', 'biaya', 'hidup', 'mbkm', 'mundur', 'lagi', 'awkaakkak', 'lucu']","['yak', 'ges', 'biaya', 'hidup', 'mbkm', 'mundur', 'lagi', 'awkaakkak', 'lucu']","['yak', 'ges', 'biaya', 'hidup', 'mbkm', 'mundur', 'lagi', 'awkaakkak', 'lucu']"
235,Sobat mbkm semakin liar,Negatif,sobat mbkm semakin liar,"['sobat', 'mbkm', 'semakin', 'liar']",<FreqDist with 4 samples and 4 outcomes>,"['sobat', 'mbkm', 'semakin', 'liar']","['sobat', 'mbkm', 'semakin', 'liar']","['sobat', 'mbkm', 'makin', 'liar']"
236,nah aku bingung nya juga disitu kata dosenku soalnya kurikulumnya udah berubah,Negatif,nah aku bingung nya juga disitu kata dosenku soalnya kurikulumnya udah berubah,"['nah', 'aku', 'bingung', 'nya', 'juga', 'disitu', 'kata', 'dosenku', 'soalnya', 'kurikulumnya', 'udah', 'berubah']",<FreqDist with 12 samples and 12 outcomes>,"['nah', 'aku', 'bingung', 'juga', 'disitu', 'kata', 'dosenku', 'soalnya', 'kurikulumnya', 'udah', 'berubah']","['nah', 'aku', 'bingung', 'juga', 'disitu', 'kata', 'dosenku', 'soalnya', 'kurikulumnya', 'udah', 'berubah']","['nah', 'aku', 'bingung', 'juga', 'situ', 'kata', 'dosen', 'soal', 'kurikulum', 'udah', 'ubah']"
237,Kurangnya Koordinasi Menjadi Hambatan MBKM Prodi Ilmu Politik,Negatif,kurangnya koordinasi menjadi hambatan mbkm prodi ilmu politik,"['kurangnya', 'koordinasi', 'menjadi', 'hambatan', 'mbkm', 'prodi', 'ilmu', 'politik']",<FreqDist with 8 samples and 8 outcomes>,"['kurangnya', 'koordinasi', 'menjadi', 'hambatan', 'mbkm', 'prodi', 'ilmu', 'politik']","['kurangnya', 'koordinasi', 'menjadi', 'hambatan', 'mbkm', 'prodi', 'ilmu', 'politik']","['kurang', 'koordinasi', 'jadi', 'hambat', 'mbkm', 'prodi', 'ilmu', 'politik']"
